date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:16:48	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5cb1de7e-88f440b7871fe274;;;%22	https://html.gridbootstrap.com/adrion/fonts/fontawesome-webfont.eot?	html.gridbootstrap.com/adrion/fonts/fontawesome-webfontd41d.eot	(from https://html.gridbootstrap.com/adrion/css/font-awesome.min.css)
23:16:49	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5cb1de7e-6097883af3ff5bc;;;%22	https://html.gridbootstrap.com/adrion/fonts/fontawesome-webfont.woff2?v=4.7.0	html.gridbootstrap.com/adrion/fonts/fontawesome-webfont3e6e.woff2	(from https://html.gridbootstrap.com/adrion/css/font-awesome.min.css)
23:16:51	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-5cb1de7e-59d8cb9aa209a21c;;;%22	https://html.gridbootstrap.com/adrion/fonts/fontawesome-webfont.woff?v=4.7.0	html.gridbootstrap.com/adrion/fonts/fontawesome-webfont3e6e.woff	(from https://html.gridbootstrap.com/adrion/css/font-awesome.min.css)
23:16:53	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-5cb1de7e-2a1e801a7935674d;;;%22	https://html.gridbootstrap.com/adrion/fonts/fontawesome-webfont.ttf?v=4.7.0	html.gridbootstrap.com/adrion/fonts/fontawesome-webfont3e6e.ttf	(from https://html.gridbootstrap.com/adrion/css/font-awesome.min.css)
23:16:55	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-5cb1de7e-d4b20303150f21c5;gz%22	https://html.gridbootstrap.com/adrion/fonts/fontawesome-webfont.svg?v=4.7.0	html.gridbootstrap.com/adrion/fonts/fontawesome-webfont3e6e.svg	(from https://html.gridbootstrap.com/adrion/css/font-awesome.min.css)
23:16:55	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://html.gridbootstrap.com/adrion/img/cbp-sprite.png	html.gridbootstrap.com/adrion/img/cbp-sprite.png	(from https://html.gridbootstrap.com/adrion/css/cubeportfolio.min.css)
23:16:56	2204/2204	---M-Z	200	added ('OK')	text/css	etag:%2289c-5cb1de7d-aaca9129b0916bd2;gz%22	https://html.gridbootstrap.com/adrion/css/presets/preset1.css	html.gridbootstrap.com/adrion/css/presets/preset1.css	(from https://html.gridbootstrap.com/adrion/index.html)
23:16:57	1924/1924	---MCZ	200	added ('OK')	text/css	etag:W/%2289b-5cb1de7d-7439f35a25e4a5d7;gz%22	https://html.gridbootstrap.com/adrion/css/presets/preset2.css	html.gridbootstrap.com/adrion/css/presets/preset2.css	(from https://html.gridbootstrap.com/adrion/index1.html)
23:16:58	7574/7574	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/about.html	html.gridbootstrap.com/adrion/about.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:16:59	8692/8692	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/skill.html	html.gridbootstrap.com/adrion/skill.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:00	7881/7881	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/experience.html	html.gridbootstrap.com/adrion/experience.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:01	11649/11649	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/portfolio1.html	html.gridbootstrap.com/adrion/portfolio1.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:03	12563/12563	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:02%20GMT	https://html.gridbootstrap.com/adrion/portfolio.html	html.gridbootstrap.com/adrion/portfolio.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:03	11643/11643	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/portfolio3.html	html.gridbootstrap.com/adrion/portfolio3.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:04	13718/13718	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/portfolio2.html	html.gridbootstrap.com/adrion/portfolio2.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:05	15431/15431	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/blog.html	html.gridbootstrap.com/adrion/blog.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:06	17786/17786	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:02%20GMT	https://html.gridbootstrap.com/adrion/blog1.html	html.gridbootstrap.com/adrion/blog1.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:07	17776/17776	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/blog2.html	html.gridbootstrap.com/adrion/blog2.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:08	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://html.gridbootstrap.com/adrion/blog-Masonry.html	html.gridbootstrap.com/adrion/blog-Masonry.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:09	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://html.gridbootstrap.com/adrion/blog-Masonry1.html	html.gridbootstrap.com/adrion/blog-Masonry1.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:09	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://html.gridbootstrap.com/adrion/blog-Masonry2.html	html.gridbootstrap.com/adrion/blog-Masonry2.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:11	8682/8682	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/contact.html	html.gridbootstrap.com/adrion/contact.html	(from https://html.gridbootstrap.com/adrion/index1.html)
23:17:12	1995/1995	---M-Z	200	added ('OK')	text/css	etag:%227cb-5cb1de7d-e9c05e11f6bc3945;gz%22	https://html.gridbootstrap.com/adrion/css/jquery.pagepiling.min.css	html.gridbootstrap.com/adrion/css/jquery.pagepiling.min.css	(from https://html.gridbootstrap.com/adrion/index2.html)
23:17:13	10574/10574	---M-Z	200	added ('OK')	text/css	etag:%22294e-5cb1de7d-de9ac03514504a51;gz%22	https://html.gridbootstrap.com/adrion/css/animations.css	html.gridbootstrap.com/adrion/css/animations.css	(from https://html.gridbootstrap.com/adrion/index2.html)
23:17:14	1974/1974	---M-Z	200	added ('OK')	text/css	etag:%227b6-5cb1de7d-f9297e89eb0f53a7;gz%22	https://html.gridbootstrap.com/adrion/css/presets/preset3.css	html.gridbootstrap.com/adrion/css/presets/preset3.css	(from https://html.gridbootstrap.com/adrion/index2.html)
23:17:15	10200/10200	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227d8-5cb1de7d-cfb89f3616084cb3;gz%22	https://html.gridbootstrap.com/adrion/js/jquery.pagepiling.min.js	html.gridbootstrap.com/adrion/js/jquery.pagepiling.min.js	(from https://html.gridbootstrap.com/adrion/index2.html)
23:17:16	2202/2202	---M-Z	200	added ('OK')	text/css	etag:%2289a-5cb1de7d-ee9f8d2a10d28c84;gz%22	https://html.gridbootstrap.com/adrion/css/presets/preset5.css	html.gridbootstrap.com/adrion/css/presets/preset5.css	(from https://html.gridbootstrap.com/adrion/index4.html)
23:17:19	2201/2201	---M-Z	200	added ('OK')	text/css	etag:%22899-5cb1de7d-9c6214ebabdef7b;gz%22	https://html.gridbootstrap.com/adrion/css/presets/preset6.css	html.gridbootstrap.com/adrion/css/presets/preset6.css	(from https://html.gridbootstrap.com/adrion/index5.html)
23:17:19	380969/380969	---M--	200	added ('OK')	image/jpeg	etag:%225d029-5cb1de7d-c621d2f551a6c97c;;;%22	https://html.gridbootstrap.com/adrion/images/bg/1.jpg	html.gridbootstrap.com/adrion/images/bg/1.jpg	(from https://html.gridbootstrap.com/adrion/index4.html)
23:17:20	4175/4175	---M--	200	added ('OK')	image/png	etag:%22104f-5cb1de7d-d681c991d653155;;;%22	https://html.gridbootstrap.com/adrion/images/logo2.png	html.gridbootstrap.com/adrion/images/logo2.png	(from https://html.gridbootstrap.com/adrion/index5.html)
23:17:22	115256/115256	---M--	200	added ('OK')	image/png	etag:%221c238-5cb1de7d-f3d478d8a5172408;;;%22	https://html.gridbootstrap.com/adrion/images/others/2.png	html.gridbootstrap.com/adrion/images/others/2.png	(from https://html.gridbootstrap.com/adrion/index5.html)
23:17:23	14800/14800	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/blog-masonry.html	html.gridbootstrap.com/adrion/blog-masonry-2.html	(from https://html.gridbootstrap.com/adrion/portfolio-details.html)
23:17:24	17205/17205	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:02%20GMT	https://html.gridbootstrap.com/adrion/blog-masonry1.html	html.gridbootstrap.com/adrion/blog-masonry1-2.html	(from https://html.gridbootstrap.com/adrion/portfolio-details.html)
23:17:25	16943/16943	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2013:05:01%20GMT	https://html.gridbootstrap.com/adrion/blog-masonry2.html	html.gridbootstrap.com/adrion/blog-masonry2-2.html	(from https://html.gridbootstrap.com/adrion/portfolio-details.html)
23:17:27	145793/145793	---M--	200	added ('OK')	image/jpeg	etag:%2223981-5cb1de7d-3623ddbf99826589;;;%22	https://html.gridbootstrap.com/adrion/images/blog/blog-details.jpg	html.gridbootstrap.com/adrion/images/blog/blog-details.jpg	(from https://html.gridbootstrap.com/adrion/blog-details.html)
23:17:28	4532/4532	---M--	200	added ('OK')	image/png	etag:%2211b4-5cb1de7d-1dbab665e7ade99d;;;%22	https://html.gridbootstrap.com/adrion/images/blog/author1.png	html.gridbootstrap.com/adrion/images/blog/author1.png	(from https://html.gridbootstrap.com/adrion/blog-details.html)
23:17:29	11826/11826	---M--	200	added ('OK')	image/png	etag:%222e32-5cb1de7d-e498ea9100663023;;;%22	https://html.gridbootstrap.com/adrion/images/blog/author3.png	html.gridbootstrap.com/adrion/images/blog/author3.png	(from https://html.gridbootstrap.com/adrion/blog-details.html)
23:17:30	23564/23564	---M--	200	added ('OK')	image/png	etag:%225c0c-5cb1de7d-34f3e9537ab1143a;;;%22	https://html.gridbootstrap.com/adrion/images/blog/author2.png	html.gridbootstrap.com/adrion/images/blog/author2.png	(from https://html.gridbootstrap.com/adrion/blog-details.html)
